"n","p","test","rep","seed","time_sec","mem_bytes","glm_iter","refit_iter","refit_converged","n_events","event_rate"
200,4,"glm_fit",7,20360713,0.00275039999996807,422040,4,NA,NA,104,0.52
200,4,"glm_fit",8,20360714,0.0023081000001639,422040,4,NA,NA,90,0.45
200,4,"glm_fit",9,20360715,0.00284320000014304,422040,4,NA,NA,96,0.48
200,4,"glm_fit",10,20360716,0.00177760000019589,422040,4,NA,NA,101,0.505
200,4,"glm_fit",11,20360717,0.00200900000027104,422040,4,NA,NA,113,0.565
200,4,"glm_fit",12,20360718,0.00256940000008399,422040,4,NA,NA,112,0.56
200,4,"glm_fit",13,20360719,0.00200570000015432,422040,4,NA,NA,110,0.55
200,4,"glm_fit",14,20360720,0.00216860000023189,422040,4,NA,NA,102,0.51
200,4,"glm_fit",15,20360721,0.00252030000001469,422040,4,NA,NA,96,0.48
200,4,"glm_fit",16,20360722,0.00331180000011955,422040,4,NA,NA,94,0.47
200,4,"glm_fit",17,20360723,0.00251010000010865,422040,4,NA,NA,108,0.54
200,4,"glm_fit",18,20360724,0.00237809999998717,422040,4,NA,NA,91,0.455
200,4,"glm_fit",19,20360725,0.0043118000000959,422040,4,NA,NA,109,0.545
200,4,"glm_fit",20,20360726,0.00308330000029855,422040,4,NA,NA,96,0.48
200,4,"glm_fit",21,20360727,0.00218330000006972,422040,4,NA,NA,107,0.535
200,4,"glm_fit",22,20360728,0.00284780000015417,422040,4,NA,NA,111,0.555
200,4,"glm_fit",23,20360729,0.0026161000000684,422040,4,NA,NA,102,0.51
200,4,"glm_fit",24,20360730,0.00272640000025604,422040,4,NA,NA,102,0.51
200,4,"glm_fit",25,20360731,0.00277649999998175,422040,4,NA,NA,113,0.565
200,4,"glm_fit",26,20360732,0.00169640000012805,422040,4,NA,NA,86,0.43
200,4,"glm_fit",27,20360733,0.0027313000000504,344736,3,NA,NA,107,0.535
200,4,"glm_fit",28,20360734,0.00276380000013887,422040,4,NA,NA,95,0.475
200,4,"glm_fit",29,20360735,0.00306580000028589,422040,4,NA,NA,94,0.47
200,4,"glm_fit",30,20360736,0.00206030000003921,344736,3,NA,NA,108,0.54
200,8,"DEF.poly3",1,20460707,0.00534489999995458,137488,4,NA,NA,118,0.59
200,8,"DEF.poly3",2,20460708,0.00429480000025251,137488,4,NA,NA,104,0.52
200,8,"DEF.poly3",3,20460709,0.00636290000011286,137488,4,NA,NA,102,0.51
200,8,"DEF.poly3",4,20460710,0.00523210000005747,137488,4,NA,NA,113,0.565
200,8,"DEF.poly3",5,20460711,0.00558730000011565,137488,4,NA,NA,108,0.54
200,8,"DEF.poly3",6,20460712,0.00369140000020707,137488,4,NA,NA,110,0.55
200,8,"DEF.poly3",7,20460713,0.0063142000001335,137488,4,NA,NA,104,0.52
200,8,"DEF.poly3",8,20460714,0.00492630000007921,137488,4,NA,NA,104,0.52
200,8,"DEF.poly3",9,20460715,0.00480860000016037,137488,4,NA,NA,104,0.52
200,8,"DEF.poly3",10,20460716,0.0104891000000862,137488,4,NA,NA,105,0.525
200,8,"DEF.poly3",11,20460717,0.00461790000031215,137488,4,NA,NA,117,0.585
200,8,"DEF.poly3",12,20460718,0.00452060000020538,137488,4,NA,NA,91,0.455
200,8,"DEF.poly3",13,20460719,0.00536980000015319,137488,4,NA,NA,97,0.485
200,8,"DEF.poly3",14,20460720,0.00531730000011521,137488,5,NA,NA,97,0.485
200,8,"DEF.poly3",15,20460721,0.00546890000032363,137488,4,NA,NA,106,0.53
200,8,"DEF.poly3",16,20460722,0.00466070000015861,137488,4,NA,NA,107,0.535
200,8,"DEF.poly3",17,20460723,0.00529820000019754,137488,4,NA,NA,96,0.48
200,8,"DEF.poly3",18,20460724,0.00459399999999732,137488,4,NA,NA,107,0.535
200,8,"DEF.poly3",19,20460725,0.00546650000001137,137488,4,NA,NA,93,0.465
200,8,"DEF.poly3",20,20460726,0.00465460000032181,137488,5,NA,NA,92,0.46
200,8,"DEF.poly3",21,20460727,0.0043257000002086,137488,4,NA,NA,107,0.535
200,8,"DEF.poly3",22,20460728,0.00495920000025762,137488,4,NA,NA,105,0.525
200,8,"DEF.poly3",23,20460729,0.00600710000003346,137488,4,NA,NA,101,0.505
200,8,"DEF.poly3",24,20460730,0.00557130000015604,137488,4,NA,NA,100,0.5
200,8,"DEF.poly3",25,20460731,0.00487180000027365,137488,4,NA,NA,110,0.55
200,8,"DEF.poly3",26,20460732,0.00997810000012578,137488,4,NA,NA,107,0.535
200,8,"DEF.poly3",27,20460733,0.00601750000032553,137488,3,NA,NA,92,0.46
200,8,"DEF.poly3",28,20460734,0.00466900000014903,137488,3,NA,NA,101,0.505
200,8,"DEF.poly3",29,20460735,0.00595960000032392,137488,4,NA,NA,101,0.505
200,8,"DEF.poly3",30,20460736,0.00465230000031625,137488,4,NA,NA,108,0.54
200,8,"DEF.stukel",1,20460707,0.0048850000002858,130584,4,NA,NA,118,0.59
200,8,"DEF.stukel",2,20460708,0.00398380000001453,130584,4,NA,NA,104,0.52
200,8,"DEF.stukel",3,20460709,0.00615700000025754,130584,4,NA,NA,102,0.51
200,8,"DEF.stukel",4,20460710,0.006548900000098,130584,4,NA,NA,113,0.565
200,8,"DEF.stukel",5,20460711,0.00505889999999454,130584,4,NA,NA,108,0.54
200,8,"DEF.stukel",6,20460712,0.00373770000010154,130584,4,NA,NA,110,0.55
200,8,"DEF.stukel",7,20460713,0.00518830000032722,130584,4,NA,NA,104,0.52
200,8,"DEF.stukel",8,20460714,0.00454690000015034,130584,4,NA,NA,104,0.52
200,8,"DEF.stukel",9,20460715,0.0043556000002809,130584,4,NA,NA,104,0.52
200,8,"DEF.stukel",10,20460716,0.00497300000006362,130584,4,NA,NA,105,0.525
200,8,"DEF.stukel",11,20460717,0.00425900000004731,130584,4,NA,NA,117,0.585
200,8,"DEF.stukel",12,20460718,0.00443690000020069,130584,4,NA,NA,91,0.455
200,8,"DEF.stukel",13,20460719,0.00601840000012999,130584,4,NA,NA,97,0.485
200,8,"DEF.stukel",14,20460720,0.00408670000001621,130584,5,NA,NA,97,0.485
200,8,"DEF.stukel",15,20460721,0.00472410000020318,130584,4,NA,NA,106,0.53
200,8,"DEF.stukel",16,20460722,0.00406420000012986,130584,4,NA,NA,107,0.535
200,8,"DEF.stukel",17,20460723,0.00511660000029224,130584,4,NA,NA,96,0.48
200,8,"DEF.stukel",18,20460724,0.00499680000007174,130584,4,NA,NA,107,0.535
200,8,"DEF.stukel",19,20460725,0.00646220000021458,130584,4,NA,NA,93,0.465
200,8,"DEF.stukel",20,20460726,0.00451840000027914,130584,5,NA,NA,92,0.46
200,8,"DEF.stukel",21,20460727,0.00316640000005464,130584,4,NA,NA,107,0.535
200,8,"DEF.stukel",22,20460728,0.00489220000008572,130584,4,NA,NA,105,0.525
200,8,"DEF.stukel",23,20460729,0.00488610000024892,130584,4,NA,NA,101,0.505
200,8,"DEF.stukel",24,20460730,0.00616580000018985,130584,4,NA,NA,100,0.5
200,8,"DEF.stukel",25,20460731,0.00430930000015906,130584,4,NA,NA,110,0.55
200,8,"DEF.stukel",26,20460732,0.00417630000015379,130584,4,NA,NA,107,0.535
200,8,"DEF.stukel",27,20460733,0.00439090000031683,130584,3,NA,NA,92,0.46
200,8,"DEF.stukel",28,20460734,0.00473109999984445,130584,3,NA,NA,101,0.505
200,8,"DEF.stukel",29,20460735,0.00552170000014485,130584,4,NA,NA,101,0.505
200,8,"DEF.stukel",30,20460736,0.00427680000007058,130584,4,NA,NA,108,0.54
200,8,"EF",1,20460707,0.00257250000026943,62440,4,NA,NA,118,0.59
200,8,"EF",2,20460708,0.00228119999974297,62440,4,NA,NA,104,0.52
200,8,"EF",3,20460709,0.00420870000016293,62440,4,NA,NA,102,0.51
200,8,"EF",4,20460710,0.00261120000004667,62440,4,NA,NA,113,0.565
200,8,"EF",5,20460711,0.00302580000015951,62440,4,NA,NA,108,0.54
200,8,"EF",6,20460712,0.00222800000005918,62440,4,NA,NA,110,0.55
200,8,"EF",7,20460713,0.00276060000032885,62440,4,NA,NA,104,0.52
200,8,"EF",8,20460714,0.00376250000022083,62440,4,NA,NA,104,0.52
200,8,"EF",9,20460715,0.00273719999995592,62440,4,NA,NA,104,0.52
200,8,"EF",10,20460716,0.00384900000017296,62440,4,NA,NA,105,0.525
200,8,"EF",11,20460717,0.00229080000008253,62440,4,NA,NA,117,0.585
200,8,"EF",12,20460718,0.00334450000013931,62440,4,NA,NA,91,0.455
200,8,"EF",13,20460719,0.00273770000012519,62440,4,NA,NA,97,0.485
200,8,"EF",14,20460720,0.00325560000010228,62440,5,NA,NA,97,0.485
200,8,"EF",15,20460721,0.00427230000013878,62440,4,NA,NA,106,0.53
200,8,"EF",16,20460722,0.00195910000024924,62440,4,NA,NA,107,0.535
200,8,"EF",17,20460723,0.00271130000010089,62440,4,NA,NA,96,0.48
200,8,"EF",18,20460724,0.0039003000001685,62440,4,NA,NA,107,0.535
200,8,"EF",19,20460725,0.00237520000018776,62440,4,NA,NA,93,0.465
200,8,"EF",20,20460726,0.00458960000014486,62440,5,NA,NA,92,0.46
200,8,"EF",21,20460727,0.00241760000017166,62440,4,NA,NA,107,0.535
200,8,"EF",22,20460728,0.00302740000006452,62440,4,NA,NA,105,0.525
200,8,"EF",23,20460729,0.00261940000018512,62440,4,NA,NA,101,0.505
200,8,"EF",24,20460730,0.00387420000015481,62440,4,NA,NA,100,0.5
200,8,"EF",25,20460731,0.00540910000017902,62440,4,NA,NA,110,0.55
200,8,"EF",26,20460732,0.00269390000016756,62440,4,NA,NA,107,0.535
200,8,"EF",27,20460733,0.00281119999999646,62440,3,NA,NA,92,0.46
200,8,"EF",28,20460734,0.00255210000000261,62440,3,NA,NA,101,0.505
200,8,"EF",29,20460735,0.00418430000013359,62440,4,NA,NA,101,0.505
200,8,"EF",30,20460736,0.00234400000022106,62440,4,NA,NA,108,0.54
200,8,"HL",1,20460707,0.00263359999985369,50144,4,NA,NA,118,0.59
200,8,"HL",2,20460708,0.00203490000012607,50144,4,NA,NA,104,0.52
200,8,"HL",3,20460709,0.00363930000003165,50144,4,NA,NA,102,0.51
200,8,"HL",4,20460710,0.00352929999985463,50144,4,NA,NA,113,0.565
200,8,"HL",5,20460711,0.00262980000002244,50144,4,NA,NA,108,0.54
200,8,"HL",6,20460712,0.00225990000012644,50144,4,NA,NA,110,0.55
200,8,"HL",7,20460713,0.00245940000013434,50144,4,NA,NA,104,0.52
200,8,"HL",8,20460714,0.00242990000015197,50144,4,NA,NA,104,0.52
200,8,"HL",9,20460715,0.00812970000015412,50144,4,NA,NA,104,0.52
200,8,"HL",10,20460716,0.00230890000011641,50144,4,NA,NA,105,0.525
200,8,"HL",11,20460717,0.00154510000015762,50144,4,NA,NA,117,0.585
200,8,"HL",12,20460718,0.00274839999997312,50144,4,NA,NA,91,0.455
200,8,"HL",13,20460719,0.0035253000000921,50144,4,NA,NA,97,0.485
200,8,"HL",14,20460720,0.00284530000021732,50144,5,NA,NA,97,0.485
200,8,"HL",15,20460721,0.00954019999971933,50144,4,NA,NA,106,0.53
200,8,"HL",16,20460722,0.00230469999996785,50144,4,NA,NA,107,0.535
200,8,"HL",17,20460723,0.00430020000021614,50144,4,NA,NA,96,0.48
200,8,"HL",18,20460724,0.00353390000009313,50144,4,NA,NA,107,0.535
200,8,"HL",19,20460725,0.00295840000012504,50144,4,NA,NA,93,0.465
200,8,"HL",20,20460726,0.00240390000021762,50144,5,NA,NA,92,0.46
200,8,"HL",21,20460727,0.00286690000029921,50144,4,NA,NA,107,0.535
200,8,"HL",22,20460728,0.0119417000000794,50144,4,NA,NA,105,0.525
200,8,"HL",23,20460729,0.00249990000020262,50144,4,NA,NA,101,0.505
200,8,"HL",24,20460730,0.0025241000000733,50144,4,NA,NA,100,0.5
200,8,"HL",25,20460731,0.00253860000020723,50144,4,NA,NA,110,0.55
200,8,"HL",26,20460732,0.00191480000012234,50144,4,NA,NA,107,0.535
200,8,"HL",27,20460733,0.0023874999999407,50144,3,NA,NA,92,0.46
200,8,"HL",28,20460734,0.00255000000015571,50144,3,NA,NA,101,0.505
200,8,"HL",29,20460735,0.00525690000017676,50144,4,NA,NA,101,0.505
200,8,"HL",30,20460736,0.00217970000016976,50144,4,NA,NA,108,0.54
200,8,"Pigeon-Heyse",1,20460707,0.00229730000000927,52464,4,NA,NA,118,0.59
200,8,"Pigeon-Heyse",2,20460708,0.00591190000022834,52464,4,NA,NA,104,0.52
200,8,"Pigeon-Heyse",3,20460709,0.0024902000000111,52464,4,NA,NA,102,0.51
200,8,"Pigeon-Heyse",4,20460710,0.002766500000007,52464,4,NA,NA,113,0.565
200,8,"Pigeon-Heyse",5,20460711,0.00245980000022428,52464,4,NA,NA,108,0.54
200,8,"Pigeon-Heyse",6,20460712,0.00218070000028092,52464,4,NA,NA,110,0.55
200,8,"Pigeon-Heyse",7,20460713,0.00281029999996463,52464,4,NA,NA,104,0.52
200,8,"Pigeon-Heyse",8,20460714,0.00241050000022369,52464,4,NA,NA,104,0.52
200,8,"Pigeon-Heyse",9,20460715,0.00332890000026964,52464,4,NA,NA,104,0.52
200,8,"Pigeon-Heyse",10,20460716,0.0026956000001519,52464,4,NA,NA,105,0.525
200,8,"Pigeon-Heyse",11,20460717,0.00161330000014459,52464,4,NA,NA,117,0.585
200,8,"Pigeon-Heyse",12,20460718,0.00275490000012724,52464,4,NA,NA,91,0.455
200,8,"Pigeon-Heyse",13,20460719,0.00753840000015771,52464,4,NA,NA,97,0.485
200,8,"Pigeon-Heyse",14,20460720,0.00274910000007367,52464,5,NA,NA,97,0.485
200,8,"Pigeon-Heyse",15,20460721,0.00259100000016588,52464,4,NA,NA,106,0.53
200,8,"Pigeon-Heyse",16,20460722,0.00173120000022209,52464,4,NA,NA,107,0.535
200,8,"Pigeon-Heyse",17,20460723,0.00271259999999529,52464,4,NA,NA,96,0.48
200,8,"Pigeon-Heyse",18,20460724,0.00245489999997517,52464,4,NA,NA,107,0.535
200,8,"Pigeon-Heyse",19,20460725,0.00253770000017539,52464,4,NA,NA,93,0.465
200,8,"Pigeon-Heyse",20,20460726,0.003740500000049,52464,5,NA,NA,92,0.46
200,8,"Pigeon-Heyse",21,20460727,0.00268879999998717,52464,4,NA,NA,107,0.535
200,8,"Pigeon-Heyse",22,20460728,0.00534670000001825,52464,4,NA,NA,105,0.525
200,8,"Pigeon-Heyse",23,20460729,0.00264140000012958,52464,4,NA,NA,101,0.505
200,8,"Pigeon-Heyse",24,20460730,0.00299670000003971,52464,4,NA,NA,100,0.5
200,8,"Pigeon-Heyse",25,20460731,0.00264150000020891,52464,4,NA,NA,110,0.55
200,8,"Pigeon-Heyse",26,20460732,0.00151910000022326,52464,4,NA,NA,107,0.535
200,8,"Pigeon-Heyse",27,20460733,0.00280650000013338,52464,3,NA,NA,92,0.46
200,8,"Pigeon-Heyse",28,20460734,0.00284240000019054,52464,3,NA,NA,101,0.505
200,8,"Pigeon-Heyse",29,20460735,0.00302890000011757,52464,4,NA,NA,101,0.505
200,8,"Pigeon-Heyse",30,20460736,0.00164450000011129,52464,4,NA,NA,108,0.54
200,8,"Osius-Rojek",1,20460707,0.00172989999987294,77792,4,NA,NA,118,0.59
200,8,"Osius-Rojek",2,20460708,0.00138780000020233,77792,4,NA,NA,104,0.52
200,8,"Osius-Rojek",3,20460709,0.00225980000027448,77792,4,NA,NA,102,0.51
200,8,"Osius-Rojek",4,20460710,0.0041043000001082,77792,4,NA,NA,113,0.565
200,8,"Osius-Rojek",5,20460711,0.00200330000006943,77792,4,NA,NA,108,0.54
200,8,"Osius-Rojek",6,20460712,0.00132460000008905,77792,4,NA,NA,110,0.55
200,8,"Osius-Rojek",7,20460713,0.00221830000009504,77792,4,NA,NA,104,0.52
200,8,"Osius-Rojek",8,20460714,0.00184469999999237,77792,4,NA,NA,104,0.52
200,8,"Osius-Rojek",9,20460715,0.00232789999995475,77792,4,NA,NA,104,0.52
200,8,"Osius-Rojek",10,20460716,0.00235070000007909,77792,4,NA,NA,105,0.525
200,8,"Osius-Rojek",11,20460717,0.00203140000007807,77792,4,NA,NA,117,0.585
200,8,"Osius-Rojek",12,20460718,0.00196860000028209,77792,4,NA,NA,91,0.455
200,8,"Osius-Rojek",13,20460719,0.0018806000002769,77792,4,NA,NA,97,0.485
200,8,"Osius-Rojek",14,20460720,0.00654010000016569,77792,5,NA,NA,97,0.485
200,8,"Osius-Rojek",15,20460721,0.00206419999994978,77792,4,NA,NA,106,0.53
200,8,"Osius-Rojek",16,20460722,0.00188660000003438,77792,4,NA,NA,107,0.535
200,8,"Osius-Rojek",17,20460723,0.00166340000009768,77792,4,NA,NA,96,0.48
200,8,"Osius-Rojek",18,20460724,0.00178580000010697,77792,4,NA,NA,107,0.535
200,8,"Osius-Rojek",19,20460725,0.00211740000031568,77792,4,NA,NA,93,0.465
200,8,"Osius-Rojek",20,20460726,0.00281829999994443,77792,5,NA,NA,92,0.46
200,8,"Osius-Rojek",21,20460727,0.00179140000022926,77792,4,NA,NA,107,0.535
200,8,"Osius-Rojek",22,20460728,0.00282760000027338,77792,4,NA,NA,105,0.525
200,8,"Osius-Rojek",23,20460729,0.00197560000015073,77792,4,NA,NA,101,0.505
200,8,"Osius-Rojek",24,20460730,0.00227769999992233,77792,4,NA,NA,100,0.5
200,8,"Osius-Rojek",25,20460731,0.00231390000021747,77792,4,NA,NA,110,0.55
200,8,"Osius-Rojek",26,20460732,0.00157810000018799,77792,4,NA,NA,107,0.535
200,8,"Osius-Rojek",27,20460733,0.00188660000003438,77792,3,NA,NA,92,0.46
200,8,"Osius-Rojek",28,20460734,0.00456850000023223,77792,3,NA,NA,101,0.505
200,8,"Osius-Rojek",29,20460735,0.00177320000011605,77792,4,NA,NA,101,0.505
200,8,"Osius-Rojek",30,20460736,0.00155730000028598,77792,4,NA,NA,108,0.54
200,8,"Stukel",1,20460707,0.00176420000025246,91656,4,5,1,118,0.59
200,8,"Stukel",2,20460708,0.00162580000005619,91656,4,5,1,104,0.52
200,8,"Stukel",3,20460709,0.00204980000012256,91656,4,5,1,102,0.51
200,8,"Stukel",4,20460710,0.00206040000011853,91656,4,5,1,113,0.565
200,8,"Stukel",5,20460711,0.00173050000012154,91656,4,5,1,108,0.54
200,8,"Stukel",6,20460712,0.00195030000031693,91656,4,5,1,110,0.55
200,8,"Stukel",7,20460713,0.00239740000029087,91656,4,5,1,104,0.52
200,8,"Stukel",8,20460714,0.00238640000020496,91656,4,5,1,104,0.52
200,8,"Stukel",9,20460715,0.00248550000014802,91656,4,5,1,104,0.52
200,8,"Stukel",10,20460716,0.00213840000014898,91656,4,5,1,105,0.525
200,8,"Stukel",11,20460717,0.0017382000003181,91656,4,5,1,117,0.585
200,8,"Stukel",12,20460718,0.00208390000011605,91656,4,5,1,91,0.455
200,8,"Stukel",13,20460719,0.00194440000018403,91656,4,5,1,97,0.485
200,8,"Stukel",14,20460720,0.00192070000002786,91656,5,5,1,97,0.485
200,8,"Stukel",15,20460721,0.00200690000019677,91656,4,5,1,106,0.53
200,8,"Stukel",16,20460722,0.00119210000002568,91656,4,5,1,107,0.535
200,8,"Stukel",17,20460723,0.00232520000008662,91656,4,5,1,96,0.48
200,8,"Stukel",18,20460724,0.00227050000012241,91656,4,5,1,107,0.535
200,8,"Stukel",19,20460725,0.00177030000008926,91656,4,5,1,93,0.465
200,8,"Stukel",20,20460726,0.00397880000014084,91656,5,5,1,92,0.46
200,8,"Stukel",21,20460727,0.0018654000002698,91656,4,5,1,107,0.535
200,8,"Stukel",22,20460728,0.0035624000001917,91656,4,5,1,105,0.525
200,8,"Stukel",23,20460729,0.00273690000017268,91656,4,5,1,101,0.505
200,8,"Stukel",24,20460730,0.00199690000022201,91656,4,5,1,100,0.5
200,8,"Stukel",25,20460731,0.00185910000027434,91656,4,5,1,110,0.55
200,8,"Stukel",26,20460732,0.00168560000020079,91656,4,5,1,107,0.535
200,8,"Stukel",27,20460733,0.00275830000009591,91656,3,5,1,92,0.46
200,8,"Stukel",28,20460734,0.00218580000000657,91656,3,5,1,101,0.505
200,8,"Stukel",29,20460735,0.00204690000009577,91656,4,5,1,101,0.505
200,8,"Stukel",30,20460736,0.0016653000000133,91656,4,5,1,108,0.54
200,8,"Tsiatis",1,20460707,0.0105172000000948,245104,4,NA,NA,118,0.59
200,8,"Tsiatis",2,20460708,0.00304240000014033,245104,4,NA,NA,104,0.52
200,8,"Tsiatis",3,20460709,0.00869580000016867,245104,4,NA,NA,102,0.51
200,8,"Tsiatis",4,20460710,0.00400920000015503,245104,4,NA,NA,113,0.565
200,8,"Tsiatis",5,20460711,0.00466860000028646,245104,4,NA,NA,108,0.54
200,8,"Tsiatis",6,20460712,0.00293600000009064,245104,4,NA,NA,110,0.55
200,8,"Tsiatis",7,20460713,0.00373820000004343,245104,4,NA,NA,104,0.52
200,8,"Tsiatis",8,20460714,0.00454290000016044,245104,4,NA,NA,104,0.52
200,8,"Tsiatis",9,20460715,0.00504190000015114,245104,4,NA,NA,104,0.52
200,8,"Tsiatis",10,20460716,0.00351000000023305,245104,4,NA,NA,105,0.525
200,8,"Tsiatis",11,20460717,0.00316170000019156,245104,4,NA,NA,117,0.585
200,8,"Tsiatis",12,20460718,0.00421459999984108,245104,4,NA,NA,91,0.455
200,8,"Tsiatis",13,20460719,0.00381610000022192,245104,4,NA,NA,97,0.485
200,8,"Tsiatis",14,20460720,0.00482820000001993,245104,5,NA,NA,97,0.485
200,8,"Tsiatis",15,20460721,0.00769770000010794,245104,4,NA,NA,106,0.53
200,8,"Tsiatis",16,20460722,0.00328179999996792,245104,4,NA,NA,107,0.535
200,8,"Tsiatis",17,20460723,0.00393149999990783,245104,4,NA,NA,96,0.48
200,8,"Tsiatis",18,20460724,0.00349300000016228,245104,4,NA,NA,107,0.535
200,8,"Tsiatis",19,20460725,0.00455020000026707,245104,4,NA,NA,93,0.465
200,8,"Tsiatis",20,20460726,0.00412600000026941,245104,5,NA,NA,92,0.46
200,8,"Tsiatis",21,20460727,0.00283900000022186,245104,4,NA,NA,107,0.535
200,8,"Tsiatis",22,20460728,0.00348410000015065,245104,4,NA,NA,105,0.525
200,8,"Tsiatis",23,20460729,0.00400950000016564,245104,4,NA,NA,101,0.505
200,8,"Tsiatis",24,20460730,0.00378950000026634,245104,4,NA,NA,100,0.5
200,8,"Tsiatis",25,20460731,0.0130862000000889,245104,4,NA,NA,110,0.55
200,8,"Tsiatis",26,20460732,0.00282990000027894,245104,4,NA,NA,107,0.535
200,8,"Tsiatis",27,20460733,0.00364390000004278,245104,3,NA,NA,92,0.46
200,8,"Tsiatis",28,20460734,0.00863360000016655,245104,3,NA,NA,101,0.505
200,8,"Tsiatis",29,20460735,0.00351860000023407,245104,4,NA,NA,101,0.505
200,8,"Tsiatis",30,20460736,0.00334830000019792,245104,4,NA,NA,108,0.54
200,8,"Xie",1,20460707,0.012643700000126,649912,4,NA,NA,118,0.59
200,8,"Xie",2,20460708,0.0100365000000693,650552,4,NA,NA,104,0.52
200,8,"Xie",3,20460709,0.0117616000002272,649816,4,NA,NA,102,0.51
200,8,"Xie",4,20460710,0.0182871000001796,649896,4,NA,NA,113,0.565
200,8,"Xie",5,20460711,0.012492199999997,649288,4,NA,NA,108,0.54
200,8,"Xie",6,20460712,0.00986190000003262,649240,4,NA,NA,110,0.55
200,8,"Xie",7,20460713,0.0137123000001793,650248,4,NA,NA,104,0.52
200,8,"Xie",8,20460714,0.0142597000003661,649528,4,NA,NA,104,0.52
200,8,"Xie",9,20460715,0.0143497000001389,649976,4,NA,NA,104,0.52
200,8,"Xie",10,20460716,0.0167220000000725,649624,4,NA,NA,105,0.525
200,8,"Xie",11,20460717,0.00930830000015703,649544,4,NA,NA,117,0.585
200,8,"Xie",12,20460718,0.0144780000000537,649512,4,NA,NA,91,0.455
200,8,"Xie",13,20460719,0.0194384000001264,649832,4,NA,NA,97,0.485
200,8,"Xie",14,20460720,0.0139113000000179,649768,5,NA,NA,97,0.485
200,8,"Xie",15,20460721,0.0164078000000245,650040,4,NA,NA,106,0.53
200,8,"Xie",16,20460722,0.0103858000002219,650008,4,NA,NA,107,0.535
200,8,"Xie",17,20460723,0.0133385000001454,649512,4,NA,NA,96,0.48
200,8,"Xie",18,20460724,0.0258799000002909,649464,4,NA,NA,107,0.535
200,8,"Xie",19,20460725,0.0121641000000636,650280,4,NA,NA,93,0.465
200,8,"Xie",20,20460726,0.017234400000234,649976,5,NA,NA,92,0.46
200,8,"Xie",21,20460727,0.0104283000000578,649512,4,NA,NA,107,0.535
200,8,"Xie",22,20460728,0.0129843000001983,650280,4,NA,NA,105,0.525
200,8,"Xie",23,20460729,0.0137110000000575,650248,4,NA,NA,101,0.505
200,8,"Xie",24,20460730,0.0133693000000221,649896,4,NA,NA,100,0.5
200,8,"Xie",25,20460731,0.0148713000000953,649992,4,NA,NA,110,0.55
200,8,"Xie",26,20460732,0.00904200000013589,650280,4,NA,NA,107,0.535
200,8,"Xie",27,20460733,0.0167757000001529,649928,3,NA,NA,92,0.46
200,8,"Xie",28,20460734,0.0148017000001346,649512,3,NA,NA,101,0.505
200,8,"Xie",29,20460735,0.0122075000001587,650200,4,NA,NA,101,0.505
200,8,"Xie",30,20460736,0.00981950000004872,649832,4,NA,NA,108,0.54
200,8,"Pulkstenis-Robinson",1,20460707,0.00430499999993117,110136,4,NA,NA,118,0.59
200,8,"Pulkstenis-Robinson",2,20460708,0.00150280000025305,110136,4,NA,NA,104,0.52
200,8,"Pulkstenis-Robinson",3,20460709,0.00168520000011085,110136,4,NA,NA,102,0.51
200,8,"Pulkstenis-Robinson",4,20460710,0.00257590000023811,110200,4,NA,NA,113,0.565
200,8,"Pulkstenis-Robinson",5,20460711,0.00374439999995957,110200,4,NA,NA,108,0.54
200,8,"Pulkstenis-Robinson",6,20460712,0.00150520000033794,110200,4,NA,NA,110,0.55
200,8,"Pulkstenis-Robinson",7,20460713,0.00304500000015651,110200,4,NA,NA,104,0.52
200,8,"Pulkstenis-Robinson",8,20460714,0.00554869999996299,110200,4,NA,NA,104,0.52
200,8,"Pulkstenis-Robinson",9,20460715,0.00290180000001783,110200,4,NA,NA,104,0.52
200,8,"Pulkstenis-Robinson",10,20460716,0.00387070000010681,110200,4,NA,NA,105,0.525
200,8,"Pulkstenis-Robinson",11,20460717,0.0023081000001639,110200,4,NA,NA,117,0.585
200,8,"Pulkstenis-Robinson",12,20460718,0.00263860000018212,110200,4,NA,NA,91,0.455
200,8,"Pulkstenis-Robinson",13,20460719,0.0086911000003056,110136,4,NA,NA,97,0.485
200,8,"Pulkstenis-Robinson",14,20460720,0.00272540000014487,110136,5,NA,NA,97,0.485
200,8,"Pulkstenis-Robinson",15,20460721,0.00499760000002425,110200,4,NA,NA,106,0.53
200,8,"Pulkstenis-Robinson",16,20460722,0.00218050000012227,110136,4,NA,NA,107,0.535
200,8,"Pulkstenis-Robinson",17,20460723,0.00266050000027462,110200,4,NA,NA,96,0.48
200,8,"Pulkstenis-Robinson",18,20460724,0.0035365000001093,110200,4,NA,NA,107,0.535
200,8,"Pulkstenis-Robinson",19,20460725,0.00270520000003671,110200,4,NA,NA,93,0.465
200,8,"Pulkstenis-Robinson",20,20460726,0.00273660000016207,110200,5,NA,NA,92,0.46
200,8,"Pulkstenis-Robinson",21,20460727,0.00221710000027997,110200,4,NA,NA,107,0.535
