"family","param","n","G","alpha","test","reject_rate","power_size_adj","size_at_cell","B","mcse"
"rough","osc2",500,10,0.01,"Tsiatis",1,1,0.0094,5000,0
"rough","osc2",500,10,0.05,"Tsiatis",1,1,0.049,5000,0
"rough","osc2",500,10,0.1,"Tsiatis",1,1,0.1024,5000,0
"rough","osc2",500,10,0.01,"Xie",0.9998,0.9998,0.0053,5000,0.000199979998999889
"rough","osc2",500,10,0.05,"Xie",1,1,0.0386,5000,0
"rough","osc2",500,10,0.1,"Xie",1,1,0.084,5000,0
"rough","osc4",500,10,0.01,"DEF.poly2",0.0164,0.017,0.0107,5000,0.00179616480312916
"rough","osc4",500,10,0.05,"DEF.poly2",0.0774,0.0816,0.0482,5000,0.00377913323395723
"rough","osc4",500,10,0.1,"DEF.poly2",0.1282,0.1316,0.0983,5000,0.00472789086168452
"rough","osc4",500,10,0.01,"DEF.poly3",0.1434,0.1532,0.0092,5000,0.00495653992216344
"rough","osc4",500,10,0.05,"DEF.poly3",0.3046,0.3058,0.0507,5000,0.00650874550124676
"rough","osc4",500,10,0.1,"DEF.poly3",0.4172,0.4216,0.0991,5000,0.0069734376027896
"rough","osc4",500,10,0.01,"DEF.stukel",0.2196,0.208,0.0107,5000,0.00585449980784012
"rough","osc4",500,10,0.05,"DEF.stukel",0.4088,0.3928,0.0501,5000,0.00695244647588171
"rough","osc4",500,10,0.1,"DEF.stukel",0.5142,0.5058,0.0961,5000,0.0070682156164056
"rough","osc4",500,10,0.01,"EF",0.9994,0.9994,0.0102,5000,0.000346306222872199
"rough","osc4",500,10,0.05,"EF",1,1,0.0496,5000,0
"rough","osc4",500,10,0.1,"EF",1,1,0.0998,5000,0
"rough","osc4",500,10,0.01,"HL",0.9994,0.9994,0.01,5000,0.000346306222872199
"rough","osc4",500,10,0.05,"HL",1,1,0.0493,5000,0
"rough","osc4",500,10,0.1,"HL",1,1,0.0998,5000,0
"rough","osc4",500,10,0.01,"HL-equalwidth",0.952,0.9246,0.0106,5000,0.00302311098043059
"rough","osc4",500,10,0.05,"HL-equalwidth",0.9758,0.9608,0.0498,5000,0.00217321697030002
"rough","osc4",500,10,0.1,"HL-equalwidth",0.981,0.9708,0.0994,5000,0.00193075114916449
"rough","osc4",500,10,0.01,"Pigeon-Heyse",0.9984,0.9994,0.0059,5000,0.00056523269544499
"rough","osc4",500,10,0.05,"Pigeon-Heyse",1,1,0.031,5000,0
"rough","osc4",500,10,0.1,"Pigeon-Heyse",1,1,0.066,5000,0
"rough","osc4",500,10,0.01,"Stukel",0.0542,0.0234,0.0241,5000,0.00320194815698193
"rough","osc4",500,10,0.05,"Stukel",0.137,0.098,0.0694,5000,0.00486273585546244
"rough","osc4",500,10,0.1,"Stukel",0.217,0.189,0.1156,5000,0.00582942535761459
"rough","osc4",500,10,0.01,"Tsiatis",0.9962,0.9968,0.0094,5000,0.000870121830550185
"rough","osc4",500,10,0.05,"Tsiatis",0.999,0.999,0.049,5000,0.00044698993277254
"rough","osc4",500,10,0.1,"Tsiatis",0.9996,0.9996,0.1024,5000,0.000282786138274123
"rough","osc4",500,10,0.01,"Xie",1,1,0.0053,5000,0
"rough","osc4",500,10,0.05,"Xie",1,1,0.0386,5000,0
"rough","osc4",500,10,0.1,"Xie",1,1,0.084,5000,0
"rough","sawtooth",500,10,0.01,"DEF.poly2",0.0124,0.0122,0.0107,5000,0.00156500734822556
"rough","sawtooth",500,10,0.05,"DEF.poly2",0.0584,0.061,0.0482,5000,0.00331630637909105
"rough","sawtooth",500,10,0.1,"DEF.poly2",0.1128,0.1166,0.0983,5000,0.00447383862024548
"rough","sawtooth",500,10,0.01,"DEF.poly3",0.0274,0.03,0.0092,5000,0.00230864635663412
"rough","sawtooth",500,10,0.05,"DEF.poly3",0.094,0.0944,0.0507,5000,0.00412708129311745
"rough","sawtooth",500,10,0.1,"DEF.poly3",0.1568,0.1584,0.0991,5000,0.00514225164689555
"rough","sawtooth",500,10,0.01,"DEF.stukel",0.0434,0.0404,0.0107,5000,0.00288154264240528
"rough","sawtooth",500,10,0.05,"DEF.stukel",0.118,0.1132,0.0501,5000,0.00456236780630409
"rough","sawtooth",500,10,0.1,"DEF.stukel",0.1894,0.1896,0.0961,5000,0.00554125689713083
"rough","sawtooth",500,10,0.01,"EF",0.4514,0.4494,0.0102,5000,0.00703758538136483
"rough","sawtooth",500,10,0.05,"EF",0.6834,0.6866,0.0496,5000,0.0065782131312386
"rough","sawtooth",500,10,0.1,"EF",0.7832,0.7832,0.0998,5000,0.00582748247530613
"rough","sawtooth",500,10,0.01,"HL",0.4546,0.4546,0.01,5000,0.00704185827747193
"rough","sawtooth",500,10,0.05,"HL",0.6874,0.6894,0.0493,5000,0.00655562720111509
"rough","sawtooth",500,10,0.1,"HL",0.7874,0.7878,0.0998,5000,0.00578621188689111
"rough","sawtooth",500,10,0.01,"HL-equalwidth",0.4136,0.3238,0.0106,5000,0.00696469726549547
"rough","sawtooth",500,10,0.05,"HL-equalwidth",0.615,0.5446,0.0498,5000,0.00688149693017442
"rough","sawtooth",500,10,0.1,"HL-equalwidth",0.7188,0.6534,0.0994,5000,0.0063580902793213
"rough","sawtooth",500,10,0.01,"Pigeon-Heyse",0.3876,0.4548,0.0059,5000,0.00689008330864003
"rough","sawtooth",500,10,0.05,"Pigeon-Heyse",0.618,0.6894,0.031,5000,0.0068713317486496
"rough","sawtooth",500,10,0.1,"Pigeon-Heyse",0.7272,0.7872,0.066,5000,0.00629889133102009
"rough","sawtooth",500,10,0.01,"Stukel",0.03,0.0112,0.0241,5000,0.00241246761636296
"rough","sawtooth",500,10,0.05,"Stukel",0.0818,0.0584,0.0694,5000,0.00387579050001416
"rough","sawtooth",500,10,0.1,"Stukel",0.1328,0.1124,0.1156,5000,0.00479925327525022
"rough","sawtooth",500,10,0.01,"Tsiatis",0.5222,0.5342,0.0094,5000,0.00706409456335347
"rough","sawtooth",500,10,0.05,"Tsiatis",0.7306,0.7342,0.049,5000,0.00627413165306563
"rough","sawtooth",500,10,0.1,"Tsiatis",0.8146,0.811,0.1024,5000,0.00549594104771876
"rough","sawtooth",500,10,0.01,"Xie",0.464,0.5324,0.0053,5000,0.00705271578897094
"rough","sawtooth",500,10,0.05,"Xie",0.6834,0.72,0.0386,5000,0.0065782131312386
"rough","sawtooth",500,10,0.1,"Xie",0.7884,0.816,0.084,5000,0.00577625207206195
"rough","bump",500,10,0.01,"DEF.poly2",0.542,0.5358,0.0107,5000,0.00704607692265703
"rough","bump",500,10,0.05,"DEF.poly2",0.7594,0.7646,0.0482,5000,0.00604502506198279
"rough","bump",500,10,0.1,"DEF.poly2",0.8474,0.8504,0.0983,5000,0.00508553320704919
"rough","bump",500,10,0.01,"DEF.poly3",0.504,0.5132,0.0092,5000,0.00707084153407499
"rough","bump",500,10,0.05,"DEF.poly3",0.7216,0.7208,0.0507,5000,0.0063386661057355
"rough","bump",500,10,0.1,"DEF.poly3",0.8102,0.8112,0.0991,5000,0.00554573638031957
"rough","bump",500,10,0.01,"DEF.stukel",0.4832,0.4594,0.0107,5000,0.00706707520831638
"rough","bump",500,10,0.05,"DEF.stukel",0.6824,0.6614,0.0501,5000,0.00658377156347333
"rough","bump",500,10,0.1,"DEF.stukel",0.7702,0.7604,0.0961,5000,0.0059496547799011
"rough","bump",500,10,0.01,"EF",0.2832,0.2816,0.0102,5000,0.00637177777390266
"rough","bump",500,10,0.05,"EF",0.5086,0.5122,0.0496,5000,0.00707002178214466
"rough","bump",500,10,0.1,"EF",0.6342,0.6348,0.0998,5000,0.00681161302482753
"rough","bump",500,10,0.01,"HL",0.319,0.3194,0.01,5000,0.0065914945194546
"rough","bump",500,10,0.05,"HL",0.542,0.5442,0.0493,5000,0.00704607692265703
"rough","bump",500,10,0.1,"HL",0.6746,0.6748,0.0998,5000,0.00662593148168618
"rough","bump",500,10,0.01,"HL-equalwidth",0.3024,0.2138,0.0106,5000,0.00649544825243031
"rough","bump",500,10,0.05,"HL-equalwidth",0.5356,0.4396,0.0498,5000,0.00705312186198424
"rough","bump",500,10,0.1,"HL-equalwidth",0.6552,0.5664,0.0994,5000,0.00672179975899312
"rough","bump",500,10,0.01,"Pigeon-Heyse",0.2578,0.3192,0.0059,5000,0.00618609990220009
"rough","bump",500,10,0.05,"Pigeon-Heyse",0.4732,0.5444,0.031,5000,0.00706090305839133
"rough","bump",500,10,0.1,"Pigeon-Heyse",0.5942,0.6744,0.066,5000,0.00694444180622172
"rough","bump",500,10,0.01,"Stukel",0.6298,0.495,0.0241,5000,0.00682864496075173
"rough","bump",500,10,0.05,"Stukel",0.7814,0.7362,0.0694,5000,0.00584489589299929
"rough","bump",500,10,0.1,"Stukel",0.8482,0.832,0.1156,5000,0.00507457899731594
"rough","bump",500,10,0.01,"Tsiatis",0.3014,0.3122,0.0094,5000,0.0064893457297327
"rough","bump",500,10,0.05,"Tsiatis",0.5302,0.5334,0.049,5000,0.007058157833316
"rough","bump",500,10,0.1,"Tsiatis",0.6578,0.6538,0.1024,5000,0.00670968195967588
"rough","bump",500,10,0.01,"Xie",0.284,0.3512,0.0053,5000,0.00637720942105558
"rough","bump",500,10,0.05,"Xie",0.5114,0.5562,0.0386,5000,0.00706922966100268
"rough","bump",500,10,0.1,"Xie",0.6384,0.6712,0.084,5000,0.00679478388177284
"rough","osc2",1000,10,0.01,"DEF.poly2",0.0136,0.0136,0.0108,5000,0.00163798901095215
"rough","osc2",1000,10,0.05,"DEF.poly2",0.0674,0.068,0.0516,5000,0.00354562378150869
"rough","osc2",1000,10,0.1,"DEF.poly2",0.1248,0.1274,0.1003,5000,0.00467386264239761
"rough","osc2",1000,10,0.01,"DEF.poly3",1,1,0.011,5000,0
"rough","osc2",1000,10,0.05,"DEF.poly3",1,1,0.0516,5000,0
"rough","osc2",1000,10,0.1,"DEF.poly3",1,1,0.1024,5000,0
"rough","osc2",1000,10,0.01,"DEF.stukel",1,1,0.0099,5000,0
"rough","osc2",1000,10,0.05,"DEF.stukel",1,1,0.0498,5000,0
"rough","osc2",1000,10,0.1,"DEF.stukel",1,1,0.098,5000,0
"rough","osc2",1000,10,0.01,"EF",1,1,0.0091,5000,0
"rough","osc2",1000,10,0.05,"EF",1,1,0.0502,5000,0
"rough","osc2",1000,10,0.1,"EF",1,1,0.1018,5000,0
"rough","osc2",1000,10,0.01,"HL",1,1,0.0087,5000,0
"rough","osc2",1000,10,0.05,"HL",1,1,0.0502,5000,0
"rough","osc2",1000,10,0.1,"HL",1,1,0.1029,5000,0
"rough","osc2",1000,10,0.01,"HL-equalwidth",1,1,0.0114,5000,0
"rough","osc2",1000,10,0.05,"HL-equalwidth",1,1,0.0532,5000,0
"rough","osc2",1000,10,0.1,"HL-equalwidth",1,1,0.1019,5000,0
"rough","osc2",1000,10,0.01,"Pigeon-Heyse",1,1,0.0052,5000,0
"rough","osc2",1000,10,0.05,"Pigeon-Heyse",1,1,0.0299,5000,0
"rough","osc2",1000,10,0.1,"Pigeon-Heyse",1,1,0.0682,5000,0
"rough","osc2",1000,10,0.01,"Stukel",0.9992,0.9802,0.0238,5000,0.000399839967987199
"rough","osc2",1000,10,0.05,"Stukel",1,1,0.0707,5000,0
"rough","osc2",1000,10,0.1,"Stukel",1,1,0.1174,5000,0
"rough","osc2",1000,10,0.01,"Tsiatis",1,1,0.0107,5000,0
"rough","osc2",1000,10,0.05,"Tsiatis",1,1,0.0522,5000,0
"rough","osc2",1000,10,0.1,"Tsiatis",1,1,0.1024,5000,0
"rough","osc2",1000,10,0.01,"Xie",1,1,0.0079,5000,0
"rough","osc2",1000,10,0.05,"Xie",1,1,0.0401,5000,0
"rough","osc2",1000,10,0.1,"Xie",1,1,0.0825,5000,0
"rough","osc4",1000,10,0.01,"DEF.poly2",0.018,0.018,0.0108,5000,0.00188021275391909
"rough","osc4",1000,10,0.05,"DEF.poly2",0.0732,0.0746,0.0516,5000,0.00368352439926764
"rough","osc4",1000,10,0.1,"DEF.poly2",0.1322,0.1376,0.1003,5000,0.00479005553203718
"rough","osc4",1000,10,0.01,"DEF.poly3",0.3264,0.322,0.011,5000,0.00663118450957293
"rough","osc4",1000,10,0.05,"DEF.poly3",0.5246,0.5246,0.0516,5000,0.00706250437168006
"rough","osc4",1000,10,0.1,"DEF.poly3",0.6302,0.6282,0.1024,5000,0.00682712179472433
"rough","osc4",1000,10,0.01,"DEF.stukel",0.4804,0.469,0.0099,5000,0.00706563288035828
"rough","osc4",1000,10,0.05,"DEF.stukel",0.6696,0.6574,0.0498,5000,0.00665185447826394
"rough","osc4",1000,10,0.1,"DEF.stukel",0.7654,0.756,0.098,5000,0.00599270957080351
"rough","osc4",1000,10,0.01,"EF",1,1,0.0091,5000,0
"rough","osc4",1000,10,0.05,"EF",1,1,0.0502,5000,0
"rough","osc4",1000,10,0.1,"EF",1,1,0.1018,5000,0
"rough","osc4",1000,10,0.01,"HL",1,1,0.0087,5000,0
"rough","osc4",1000,10,0.05,"HL",1,1,0.0502,5000,0
"rough","osc4",1000,10,0.1,"HL",1,1,0.1029,5000,0
"rough","osc4",1000,10,0.01,"HL-equalwidth",0.9962,0.9938,0.0114,5000,0.000870121830550185
"rough","osc4",1000,10,0.05,"HL-equalwidth",0.9978,0.9968,0.0532,5000,0.000662594898863548
"rough","osc4",1000,10,0.1,"HL-equalwidth",0.9982,0.9974,0.1019,5000,0.000599459756781058
"rough","osc4",1000,10,0.01,"Pigeon-Heyse",1,1,0.0052,5000,0
"rough","osc4",1000,10,0.05,"Pigeon-Heyse",1,1,0.0299,5000,0
"rough","osc4",1000,10,0.1,"Pigeon-Heyse",1,1,0.0682,5000,0
"rough","osc4",1000,10,0.01,"Stukel",0.0698,0.0286,0.0238,5000,0.00360355269144216
"rough","osc4",1000,10,0.05,"Stukel",0.18,0.133,0.0707,5000,0.00543323108288245
"rough","osc4",1000,10,0.1,"Stukel",0.2912,0.2522,0.1174,5000,0.00642499120621966
"rough","osc4",1000,10,0.01,"Tsiatis",1,1,0.0107,5000,0
"rough","osc4",1000,10,0.05,"Tsiatis",1,1,0.0522,5000,0
"rough","osc4",1000,10,0.1,"Tsiatis",1,1,0.1024,5000,0
"rough","osc4",1000,10,0.01,"Xie",1,1,0.0079,5000,0
"rough","osc4",1000,10,0.05,"Xie",1,1,0.0401,5000,0
"rough","osc4",1000,10,0.1,"Xie",1,1,0.0825,5000,0
"rough","sawtooth",1000,10,0.01,"DEF.poly2",0.011,0.0102,0.0108,5000,0.00147505932084103
"rough","sawtooth",1000,10,0.05,"DEF.poly2",0.053,0.053,0.0516,5000,0.00316831185333767
"rough","sawtooth",1000,10,0.1,"DEF.poly2",0.1062,0.108,0.1003,5000,0.00435709903490843
"rough","sawtooth",1000,10,0.01,"DEF.poly3",0.0358,0.0342,0.011,5000,0.00262748396760094
"rough","sawtooth",1000,10,0.05,"DEF.poly3",0.1082,0.1076,0.0516,5000,0.00439301172318035
"rough","sawtooth",1000,10,0.1,"DEF.poly3",0.1836,0.1816,0.1024,5000,0.00547523588532951
"rough","sawtooth",1000,10,0.01,"DEF.stukel",0.062,0.0608,0.0099,5000,0.00341045451516363
"rough","sawtooth",1000,10,0.05,"DEF.stukel",0.1654,0.1606,0.0498,5000,0.00525438559681339
"rough","sawtooth",1000,10,0.1,"DEF.stukel",0.2412,0.238,0.098,5000,0.00605016627870673
"rough","sawtooth",1000,10,0.01,"EF",0.8566,0.8702,0.0091,5000,0.00495653992216344
"rough","sawtooth",1000,10,0.05,"EF",0.9474,0.947,0.0502,5000,0.00315699984162179
"rough","sawtooth",1000,10,0.1,"EF",0.9708,0.9698,0.1018,5000,0.00238106530779817
"rough","sawtooth",1000,10,0.01,"HL",0.858,0.8708,0.0087,5000,0.0049363144146215
"rough","sawtooth",1000,10,0.05,"HL",0.9486,0.9486,0.0502,5000,0.00312275647465504
"rough","sawtooth",1000,10,0.1,"HL",0.9708,0.9698,0.1029,5000,0.00238106530779817
"rough","sawtooth",1000,10,0.01,"HL-equalwidth",0.7552,0.6884,0.0114,5000,0.00608067364689144
"rough","sawtooth",1000,10,0.05,"HL-equalwidth",0.875,0.834,0.0532,5000,0.00467707173346743
"rough","sawtooth",1000,10,0.1,"HL-equalwidth",0.92,0.8944,0.1019,5000,0.00383666521865017
"rough","sawtooth",1000,10,0.01,"Pigeon-Heyse",0.813,0.8702,0.0052,5000,0.0055141817162658
"rough","sawtooth",1000,10,0.05,"Pigeon-Heyse",0.9282,0.9486,0.0299,5000,0.00365088372863338
"rough","sawtooth",1000,10,0.1,"Pigeon-Heyse",0.9582,0.9698,0.0682,5000,0.00283029185774188
"rough","sawtooth",1000,10,0.01,"Stukel",0.0276,0.01,0.0238,5000,0.00231681850821336
"rough","sawtooth",1000,10,0.05,"Stukel",0.0816,0.0578,0.0707,5000,0.0038714710382489
"rough","sawtooth",1000,10,0.1,"Stukel",0.1288,0.1124,0.1174,5000,0.00473731062946056
"rough","sawtooth",1000,10,0.01,"Tsiatis",0.8644,0.86,0.0107,5000,0.00484174844451878
"rough","sawtooth",1000,10,0.05,"Tsiatis",0.9486,0.9474,0.0522,5000,0.00312275647465504
"rough","sawtooth",1000,10,0.1,"Tsiatis",0.9726,0.9714,0.1024,5000,0.00230864635663412
"rough","sawtooth",1000,10,0.01,"Xie",0.8608,0.882,0.0079,5000,0.0048953725088087
"rough","sawtooth",1000,10,0.05,"Xie",0.9504,0.9558,0.0401,5000,0.00307049963361014
"rough","sawtooth",1000,10,0.1,"Xie",0.973,0.9778,0.0825,5000,0.00229220417938717
"rough","bump",1000,10,0.01,"DEF.poly2",0.8906,0.886,0.0108,5000,0.00441433211256244
"rough","bump",1000,10,0.05,"DEF.poly2",0.9648,0.9646,0.0516,5000,0.00260618341641566
"rough","bump",1000,10,0.1,"DEF.poly2",0.9814,0.9816,0.1003,5000,0.0019107087690174
"rough","bump",1000,10,0.01,"DEF.poly3",0.88,0.8746,0.011,5000,0.00459565011723042
"rough","bump",1000,10,0.05,"DEF.poly3",0.9586,0.958,0.0516,5000,0.00281730509529941
"rough","bump",1000,10,0.1,"DEF.poly3",0.9766,0.9758,0.1024,5000,0.00213786996798215
"rough","bump",1000,10,0.01,"DEF.stukel",0.8422,0.8288,0.0099,5000,0.00515556320880658
"rough","bump",1000,10,0.05,"DEF.stukel",0.937,0.9304,0.0498,5000,0.00343601513384327
"rough","bump",1000,10,0.1,"DEF.stukel",0.9646,0.9592,0.098,5000,0.00261330595223751
"rough","bump",1000,10,0.01,"EF",0.7066,0.726,0.0091,5000,0.00643919932910917
"rough","bump",1000,10,0.05,"EF",0.8696,0.8694,0.0502,5000,0.00476226500732582
"rough","bump",1000,10,0.1,"EF",0.923,0.9224,0.1018,5000,0.00377017240985077
"rough","bump",1000,10,0.01,"HL",0.7298,0.7438,0.0087,5000,0.00627999936305729
"rough","bump",1000,10,0.05,"HL",0.8848,0.8846,0.0502,5000,0.00451506279026106
"rough","bump",1000,10,0.1,"HL",0.9326,0.9308,0.1029,5000,0.00354562378150869
"rough","bump",1000,10,0.01,"HL-equalwidth",0.7222,0.637,0.0114,5000,0.00633446382892822
"rough","bump",1000,10,0.05,"HL-equalwidth",0.8844,0.8234,0.0532,5000,0.00452187217864459
"rough","bump",1000,10,0.1,"HL-equalwidth",0.934,0.8988,0.1019,5000,0.00351123909752668
"rough","bump",1000,10,0.01,"Pigeon-Heyse",0.6702,0.7432,0.0052,5000,0.00664878876187235
"rough","bump",1000,10,0.05,"Pigeon-Heyse",0.8464,0.8844,0.0299,5000,0.00509915757748277
"rough","bump",1000,10,0.1,"Pigeon-Heyse",0.9078,0.9308,0.0682,5000,0.00409143397844814
"rough","bump",1000,10,0.01,"Stukel",0.9272,0.864,0.0238,5000,0.00367423896882062
"rough","bump",1000,10,0.05,"Stukel",0.9714,0.9598,0.0707,5000,0.0023572034277932
"rough","bump",1000,10,0.1,"Stukel",0.9822,0.9788,0.1174,5000,0.00186992834087299
"rough","bump",1000,10,0.01,"Tsiatis",0.7072,0.6976,0.0107,5000,0.00643534241513224
"rough","bump",1000,10,0.05,"Tsiatis",0.873,0.8692,0.0522,5000,0.00470894892730851
"rough","bump",1000,10,0.1,"Tsiatis",0.9246,0.9222,0.1024,5000,0.00373402838767999
"rough","bump",1000,10,0.01,"Xie",0.6984,0.7306,0.0079,5000,0.00649056915840206
"rough","bump",1000,10,0.05,"Xie",0.8682,0.884,0.0401,5000,0.00478390551746165
"rough","bump",1000,10,0.1,"Xie",0.9214,0.9358,0.0825,5000,0.00380583867235594
"rough","osc2",2000,10,0.01,"DEF.poly2",0.017,0.021,0.0099,5000,0.00182816848238886
"rough","osc2",2000,10,0.05,"DEF.poly2",0.0676,0.0722,0.0489,5000,0.0035504996831432
"rough","osc2",2000,10,0.1,"DEF.poly2",0.1262,0.14,0.0925,5000,0.0046962444570103
"rough","osc2",2000,10,0.01,"DEF.poly3",1,1,0.012,5000,0
"rough","osc2",2000,10,0.05,"DEF.poly3",1,1,0.0501,5000,0
"rough","osc2",2000,10,0.1,"DEF.poly3",1,1,0.099,5000,0
"rough","osc2",2000,10,0.01,"DEF.stukel",1,1,0.0124,5000,0
"rough","osc2",2000,10,0.05,"DEF.stukel",1,1,0.0512,5000,0
"rough","osc2",2000,10,0.1,"DEF.stukel",1,1,0.1004,5000,0
"rough","osc2",2000,10,0.01,"EF",1,1,0.01,5000,0
"rough","osc2",2000,10,0.05,"EF",1,1,0.0493,5000,0
"rough","osc2",2000,10,0.1,"EF",1,1,0.0962,5000,0
"rough","osc2",2000,10,0.01,"HL",1,1,0.01,5000,0
"rough","osc2",2000,10,0.05,"HL",1,1,0.0491,5000,0
"rough","osc2",2000,10,0.1,"HL",1,1,0.0964,5000,0
"rough","osc2",2000,10,0.01,"HL-equalwidth",1,1,0.012,5000,0
"rough","osc2",2000,10,0.05,"HL-equalwidth",1,1,0.0541,5000,0
"rough","osc2",2000,10,0.1,"HL-equalwidth",1,1,0.103,5000,0
"rough","osc2",2000,10,0.01,"Pigeon-Heyse",1,1,0.0058,5000,0
"rough","osc2",2000,10,0.05,"Pigeon-Heyse",1,1,0.0321,5000,0
"rough","osc2",2000,10,0.1,"Pigeon-Heyse",1,1,0.0649,5000,0
"rough","osc2",2000,10,0.01,"Stukel",1,1,0.0227,5000,0
"rough","osc2",2000,10,0.05,"Stukel",1,1,0.0676,5000,0
"rough","osc2",2000,10,0.1,"Stukel",1,1,0.1105,5000,0
"rough","osc2",2000,10,0.01,"Tsiatis",1,1,0.0117,5000,0
"rough","osc2",2000,10,0.05,"Tsiatis",1,1,0.0492,5000,0
"rough","osc2",2000,10,0.1,"Tsiatis",1,1,0.0966,5000,0
"rough","osc2",2000,10,0.01,"Xie",1,1,0.0079,5000,0
"rough","osc2",2000,10,0.05,"Xie",1,1,0.0411,5000,0
"rough","osc2",2000,10,0.1,"Xie",1,1,0.0813,5000,0
"rough","osc4",2000,10,0.01,"DEF.poly2",0.0186,0.0216,0.0099,5000,0.0019107087690174
"rough","osc4",2000,10,0.05,"DEF.poly2",0.0728,0.078,0.0489,5000,0.00367423896882062
"rough","osc4",2000,10,0.1,"DEF.poly2",0.1318,0.1478,0.0925,5000,0.00478390551746165
"rough","osc4",2000,10,0.01,"DEF.poly3",0.649,0.6312,0.012,5000,0.00674979999703695
"rough","osc4",2000,10,0.05,"DEF.poly3",0.8188,0.821,0.0501,5000,0.00544732154365795
"rough","osc4",2000,10,0.1,"DEF.poly3",0.8804,0.8824,0.099,5000,0.00458902691210239
"rough","osc4",2000,10,0.01,"DEF.stukel",0.83,0.81,0.0124,5000,0.00531224999411737
"rough","osc4",2000,10,0.05,"DEF.stukel",0.9226,0.9176,0.0512,5000,0.00377913323395723
"rough","osc4",2000,10,0.1,"DEF.stukel",0.957,0.9544,0.1004,5000,0.00286883251515316
"rough","osc4",2000,10,0.01,"EF",1,1,0.01,5000,0
"rough","osc4",2000,10,0.05,"EF",1,1,0.0493,5000,0
"rough","osc4",2000,10,0.1,"EF",1,1,0.0962,5000,0
"rough","osc4",2000,10,0.01,"HL",1,1,0.01,5000,0
"rough","osc4",2000,10,0.05,"HL",1,1,0.0491,5000,0
"rough","osc4",2000,10,0.1,"HL",1,1,0.0964,5000,0
"rough","osc4",2000,10,0.01,"HL-equalwidth",1,1,0.012,5000,0
"rough","osc4",2000,10,0.05,"HL-equalwidth",1,1,0.0541,5000,0
"rough","osc4",2000,10,0.1,"HL-equalwidth",1,1,0.103,5000,0
"rough","osc4",2000,10,0.01,"Pigeon-Heyse",1,1,0.0058,5000,0
"rough","osc4",2000,10,0.05,"Pigeon-Heyse",1,1,0.0321,5000,0
"rough","osc4",2000,10,0.1,"Pigeon-Heyse",1,1,0.0649,5000,0
"rough","osc4",2000,10,0.01,"Stukel",0.1232,0.0512,0.0227,5000,0.00464804819252124
"rough","osc4",2000,10,0.05,"Stukel",0.331,0.2524,0.0676,5000,0.00665490796330047
"rough","osc4",2000,10,0.1,"Stukel",0.4948,0.466,0.1105,5000,0.00707068539817746
"rough","osc4",2000,10,0.01,"Tsiatis",1,1,0.0117,5000,0
"rough","osc4",2000,10,0.05,"Tsiatis",1,1,0.0492,5000,0
"rough","osc4",2000,10,0.1,"Tsiatis",1,1,0.0966,5000,0
"rough","osc4",2000,10,0.01,"Xie",1,1,0.0079,5000,0
"rough","osc4",2000,10,0.05,"Xie",1,1,0.0411,5000,0
"rough","osc4",2000,10,0.1,"Xie",1,1,0.0813,5000,0
"rough","sawtooth",2000,10,0.01,"DEF.poly2",0.0144,0.0156,0.0099,5000,0.00168479316237929
"rough","sawtooth",2000,10,0.05,"DEF.poly2",0.054,0.0564,0.0489,5000,0.00319637294444813
"rough","sawtooth",2000,10,0.1,"DEF.poly2",0.1076,0.1156,0.0925,5000,0.00438228798688539
"rough","sawtooth",2000,10,0.01,"DEF.poly3",0.0532,0.048,0.012,5000,0.00317394895989208
"rough","sawtooth",2000,10,0.05,"DEF.poly3",0.1586,0.1598,0.0501,5000,0.00516615988912461
"rough","sawtooth",2000,10,0.1,"DEF.poly3",0.2424,0.2458,0.099,5000,0.00606039998679955
"rough","sawtooth",2000,10,0.01,"DEF.stukel",0.1188,0.1054,0.0124,5000,0.00457573076131015
"rough","sawtooth",2000,10,0.05,"DEF.stukel",0.2566,0.248,0.0512,5000,0.00617667289080456
"rough","sawtooth",2000,10,0.1,"DEF.stukel",0.3606,0.3516,0.1004,5000,0.00679069422077007
"rough","sawtooth",2000,10,0.01,"EF",0.9968,0.9968,0.01,5000,0.000798718974358313
"rough","sawtooth",2000,10,0.05,"EF",0.9996,0.9996,0.0493,5000,0.000282786138274123
"rough","sawtooth",2000,10,0.1,"EF",1,1,0.0962,5000,0
"rough","sawtooth",2000,10,0.01,"HL",0.9968,0.9968,0.01,5000,0.000798718974358313
"rough","sawtooth",2000,10,0.05,"HL",0.9996,0.9996,0.0491,5000,0.000282786138274123
"rough","sawtooth",2000,10,0.1,"HL",1,1,0.0964,5000,0
"rough","sawtooth",2000,10,0.01,"HL-equalwidth",0.9708,0.9514,0.012,5000,0.00238106530779817
"rough","sawtooth",2000,10,0.05,"HL-equalwidth",0.9928,0.9884,0.0541,5000,0.00119567219587979
"rough","sawtooth",2000,10,0.1,"HL-equalwidth",0.9972,0.995,0.103,5000,0.000747283078893136
