"family","param","n","G","alpha","test","reject_rate","power_size_adj","size_at_cell","B","mcse"
"quad","0.03",500,10,0.01,"DEF.poly3",0.3564,0.3554,0.0084,5000,0.00677316823945781
"quad","0.03",500,10,0.05,"DEF.poly3",0.5588,0.546,0.0481,5000,0.0070220019937337
"quad","0.03",500,10,0.1,"DEF.poly3",0.6614,0.6464,0.1017,5000,0.00669253375038184
"quad","0.03",500,10,0.01,"DEF.stukel",0.4252,0.4318,0.0099,5000,0.00699149426088587
"quad","0.03",500,10,0.05,"DEF.stukel",0.5944,0.6088,0.0466,5000,0.00694389861677142
"quad","0.03",500,10,0.1,"DEF.stukel",0.6774,0.6914,0.0959,5000,0.00661103985769259
"quad","0.03",500,10,0.01,"EF",0.1894,0.191,0.0096,5000,0.00554125689713083
"quad","0.03",500,10,0.05,"EF",0.3444,0.3492,0.0481,5000,0.00671994999981399
"quad","0.03",500,10,0.1,"EF",0.4464,0.4476,0.0996,5000,0.00703032061857779
"quad","0.03",500,10,0.01,"HL",0.3128,0.3154,0.0098,5000,0.0065567699364855
"quad","0.03",500,10,0.05,"HL",0.495,0.501,0.0476,5000,0.00707071424963561
"quad","0.03",500,10,0.1,"HL",0.5966,0.5966,0.1003,5000,0.00693784462207104
"quad","0.03",500,10,0.01,"HL-equalwidth",0.0732,0.1342,0.0093,5000,0.00368352439926764
"quad","0.03",500,10,0.05,"HL-equalwidth",0.2102,0.3112,0.0499,5000,0.00576222109954139
"quad","0.03",500,10,0.1,"HL-equalwidth",0.3182,0.4396,0.1015,5000,0.00658708979747506
"quad","0.03",500,10,0.01,"Pigeon-Heyse",0.2664,0.3164,0.0055,5000,0.00625189635230783
"quad","0.03",500,10,0.05,"Pigeon-Heyse",0.4348,0.5028,0.0286,5000,0.00701069126406234
"quad","0.03",500,10,0.1,"Pigeon-Heyse",0.5376,0.5972,0.0633,5000,0.00705104587986775
"quad","0.03",500,10,0.01,"Stukel",0.5532,0.4678,0.0227,5000,0.00703092824597151
"quad","0.03",500,10,0.05,"Stukel",0.7024,0.6552,0.07,5000,0.00646582152552945
"quad","0.03",500,10,0.1,"Stukel",0.7738,0.7532,0.1138,5000,0.00591664702344157
"quad","0.03",500,10,0.01,"Tsiatis",0.2952,0.3112,0.0083,5000,0.00645068926549714
"quad","0.03",500,10,0.05,"Tsiatis",0.4814,0.4842,0.049,5000,0.00706617350480442
"quad","0.03",500,10,0.1,"Tsiatis",0.5818,0.5868,0.0967,5000,0.0069757975888066
"quad","0.03",500,10,0.01,"Xie",0.285,0.3278,0.0061,5000,0.00638396428561439
"quad","0.03",500,10,0.05,"Xie",0.463,0.4992,0.0389,5000,0.00705168065073852
"quad","0.03",500,10,0.1,"Xie",0.5634,0.5984,0.0809,5000,0.00701399230110784
"quad","0.05",500,10,0.01,"DEF.poly2",0.7664,0.747,0.0091,5000,0.0059838288745585
"quad","0.05",500,10,0.05,"DEF.poly2",0.8938,0.8776,0.0525,5000,0.00435709903490843
"quad","0.05",500,10,0.1,"DEF.poly2",0.9338,0.929,0.0975,5000,0.00351617860752266
"quad","0.05",500,10,0.01,"DEF.poly3",0.706,0.7062,0.0084,5000,0.00644304275944216
"quad","0.05",500,10,0.05,"DEF.poly3",0.8548,0.8484,0.0481,5000,0.00498230789895607
"quad","0.05",500,10,0.1,"DEF.poly3",0.9048,0.8982,0.1017,5000,0.00415058935574214
"quad","0.05",500,10,0.01,"DEF.stukel",0.7572,0.759,0.0099,5000,0.00606379683036957
"quad","0.05",500,10,0.05,"DEF.stukel",0.8622,0.8664,0.0466,5000,0.00487465198757819
"quad","0.05",500,10,0.1,"DEF.stukel",0.9022,0.9066,0.0959,5000,0.00420083705944422
"quad","0.05",500,10,0.01,"EF",0.475,0.478,0.0096,5000,0.00706222344591277
"quad","0.05",500,10,0.05,"EF",0.6438,0.6482,0.0481,5000,0.00677231954355374
"quad","0.05",500,10,0.1,"EF",0.7344,0.7352,0.0996,5000,0.00624590489841144
"quad","0.05",500,10,0.01,"HL",0.64,0.6418,0.0098,5000,0.00678822509939086
"quad","0.05",500,10,0.05,"HL",0.7958,0.8004,0.0476,5000,0.0057009185224839
"quad","0.05",500,10,0.1,"HL",0.853,0.8526,0.1003,5000,0.00500781389430558
"quad","0.05",500,10,0.01,"HL-equalwidth",0.193,0.2724,0.0093,5000,0.00558123642215594
"quad","0.05",500,10,0.05,"HL-equalwidth",0.4196,0.517,0.0499,5000,0.00697905208463155
"quad","0.05",500,10,0.1,"HL-equalwidth",0.5612,0.656,0.1015,5000,0.00701789940081788
"quad","0.05",500,10,0.01,"Pigeon-Heyse",0.5892,0.6428,0.0055,5000,0.00695763408063402
"quad","0.05",500,10,0.05,"Pigeon-Heyse",0.7478,0.8012,0.0286,5000,0.00614158220656534
"quad","0.05",500,10,0.1,"Pigeon-Heyse",0.8202,0.8536,0.0633,5000,0.00543087396281667
"quad","0.05",500,10,0.01,"Stukel",0.8564,0.8088,0.0227,5000,0.00495941609466276
"quad","0.05",500,10,0.05,"Stukel",0.926,0.908,0.07,5000,0.00370199945975144
"quad","0.05",500,10,0.1,"Stukel",0.9528,0.9464,0.1138,5000,0.00299907185642492
"quad","0.05",500,10,0.01,"Tsiatis",0.6274,0.6464,0.0083,5000,0.00683767855342733
"quad","0.05",500,10,0.05,"Tsiatis",0.777,0.7788,0.049,5000,0.00588678180332854
"quad","0.05",500,10,0.1,"Tsiatis",0.8484,0.8514,0.0967,5000,0.00507183280481524
"quad","0.05",500,10,0.01,"Xie",0.618,0.6582,0.0061,5000,0.0068713317486496
"quad","0.05",500,10,0.05,"Xie",0.774,0.7998,0.0389,5000,0.00591479500912754
"quad","0.05",500,10,0.1,"Xie",0.8382,0.8584,0.0809,5000,0.00520808525275845
"quad","0.1",500,10,0.01,"DEF.poly2",0.9856,0.9834,0.0091,5000,0.00168479316237929
"quad","0.1",500,10,0.05,"DEF.poly2",0.9966,0.9954,0.0525,5000,0.000823218075603295
"quad","0.1",500,10,0.1,"DEF.poly2",0.9986,0.9984,0.0975,5000,0.000528779727296718
"quad","0.1",500,10,0.01,"DEF.poly3",0.98,0.9804,0.0084,5000,0.00197989898732233
"quad","0.1",500,10,0.05,"DEF.poly3",0.9938,0.9936,0.0481,5000,0.00111009549138801
"quad","0.1",500,10,0.1,"DEF.poly3",0.9974,0.9966,0.1017,5000,0.000720172201629589
"quad","0.1",500,10,0.01,"DEF.stukel",0.9848,0.9848,0.0099,5000,0.00173025778426222
"quad","0.1",500,10,0.05,"DEF.stukel",0.9954,0.996,0.0466,5000,0.000956957679315031
"quad","0.1",500,10,0.1,"DEF.stukel",0.9974,0.9974,0.0959,5000,0.000720172201629589
"quad","0.1",500,10,0.01,"EF",0.897,0.8978,0.0096,5000,0.00429862768799532
"quad","0.1",500,10,0.05,"EF",0.9486,0.9494,0.0481,5000,0.00312275647465504
"quad","0.1",500,10,0.1,"EF",0.9696,0.9696,0.0996,5000,0.00242799670510485
"quad","0.1",500,10,0.01,"HL",0.9576,0.9578,0.0098,5000,0.00284963997726029
"quad","0.1",500,10,0.05,"HL",0.985,0.9854,0.0476,5000,0.00171901134376711
"quad","0.1",500,10,0.1,"HL",0.9916,0.9916,0.1003,5000,0.00129069283720024
"quad","0.1",500,10,0.01,"HL-equalwidth",0.6144,0.6778,0.0093,5000,0.00688349678579136
"quad","0.1",500,10,0.05,"HL-equalwidth",0.8094,0.8494,0.0499,5000,0.00555466722675625
"quad","0.1",500,10,0.1,"HL-equalwidth",0.8814,0.9124,0.1015,5000,0.004572396308283
"quad","0.1",500,10,0.01,"Pigeon-Heyse",0.9434,0.958,0.0055,5000,0.00326791799162708
"quad","0.1",500,10,0.05,"Pigeon-Heyse",0.9772,0.9854,0.0286,5000,0.00211093154791907
"quad","0.1",500,10,0.1,"Pigeon-Heyse",0.9886,0.9916,0.0633,5000,0.00150133540556399
"quad","0.1",500,10,0.01,"Stukel",0.996,0.9904,0.0227,5000,0.000892636544176856
"quad","0.1",500,10,0.05,"Stukel",0.9982,0.9974,0.07,5000,0.000599459756781058
"quad","0.1",500,10,0.1,"Stukel",0.9994,0.999,0.1138,5000,0.000346306222872199
"quad","0.1",500,10,0.01,"Tsiatis",0.9546,0.9566,0.0083,5000,0.00294410733499986
"quad","0.1",500,10,0.05,"Tsiatis",0.982,0.9826,0.049,5000,0.00188021275391909
"quad","0.1",500,10,0.1,"Tsiatis",0.9914,0.9916,0.0967,5000,0.00130583613060752
"quad","0.1",500,10,0.01,"Xie",0.954,0.9632,0.0061,5000,0.00296256645495084
"quad","0.1",500,10,0.05,"Xie",0.9826,0.9858,0.0389,5000,0.00184917495116065
"quad","0.1",500,10,0.1,"Xie",0.9902,0.9918,0.0809,5000,0.0013931231101378
"quad","0.2",500,10,0.01,"DEF.poly2",1,1,0.0091,5000,0
"quad","0.2",500,10,0.05,"DEF.poly2",1,1,0.0525,5000,0
"quad","0.2",500,10,0.1,"DEF.poly2",1,1,0.0975,5000,0
"quad","0.2",500,10,0.01,"DEF.poly3",1,1,0.0084,5000,0
"quad","0.2",500,10,0.05,"DEF.poly3",1,1,0.0481,5000,0
"quad","0.2",500,10,0.1,"DEF.poly3",1,1,0.1017,5000,0
"quad","0.2",500,10,0.01,"DEF.stukel",1,1,0.0099,5000,0
"quad","0.2",500,10,0.05,"DEF.stukel",1,1,0.0466,5000,0
"quad","0.2",500,10,0.1,"DEF.stukel",1,1,0.0959,5000,0
"quad","0.2",500,10,0.01,"EF",0.998,0.9982,0.0096,5000,0.000631822759957253
"quad","0.2",500,10,0.05,"EF",1,1,0.0481,5000,0
"quad","0.2",500,10,0.1,"EF",1,1,0.0996,5000,0
"quad","0.2",500,10,0.01,"HL",1,1,0.0098,5000,0
"quad","0.2",500,10,0.05,"HL",1,1,0.0476,5000,0
"quad","0.2",500,10,0.1,"HL",1,1,0.1003,5000,0
"quad","0.2",500,10,0.01,"HL-equalwidth",0.9536,0.9602,0.0093,5000,0.00297479545515318
"quad","0.2",500,10,0.05,"HL-equalwidth",0.9868,0.9892,0.0499,5000,0.00161404832641405
"quad","0.2",500,10,0.1,"HL-equalwidth",0.9938,0.9942,0.1015,5000,0.00111009549138801
"quad","0.2",500,10,0.01,"Pigeon-Heyse",0.9998,1,0.0055,5000,0.000199979998999889
"quad","0.2",500,10,0.05,"Pigeon-Heyse",1,1,0.0286,5000,0
"quad","0.2",500,10,0.1,"Pigeon-Heyse",1,1,0.0633,5000,0
"quad","0.2",500,10,0.01,"Stukel",1,1,0.0227,5000,0
"quad","0.2",500,10,0.05,"Stukel",1,1,0.07,5000,0
"quad","0.2",500,10,0.1,"Stukel",1,1,0.1138,5000,0
"quad","0.2",500,10,0.01,"Tsiatis",1,1,0.0083,5000,0
"quad","0.2",500,10,0.05,"Tsiatis",1,1,0.049,5000,0
"quad","0.2",500,10,0.1,"Tsiatis",1,1,0.0967,5000,0
"quad","0.2",500,10,0.01,"Xie",1,1,0.0061,5000,0
"quad","0.2",500,10,0.05,"Xie",1,1,0.0389,5000,0
"quad","0.2",500,10,0.1,"Xie",1,1,0.0809,5000,0
"quad","0.4",500,10,0.01,"DEF.poly2",1,1,0.0091,5000,0
"quad","0.4",500,10,0.05,"DEF.poly2",1,1,0.0525,5000,0
"quad","0.4",500,10,0.1,"DEF.poly2",1,1,0.0975,5000,0
"quad","0.4",500,10,0.01,"DEF.poly3",1,1,0.0084,5000,0
"quad","0.4",500,10,0.05,"DEF.poly3",1,1,0.0481,5000,0
"quad","0.4",500,10,0.1,"DEF.poly3",1,1,0.1017,5000,0
"quad","0.4",500,10,0.01,"DEF.stukel",1,1,0.0099,5000,0
"quad","0.4",500,10,0.05,"DEF.stukel",1,1,0.0466,5000,0
"quad","0.4",500,10,0.1,"DEF.stukel",1,1,0.0959,5000,0
"quad","0.4",500,10,0.01,"EF",1,1,0.0096,5000,0
"quad","0.4",500,10,0.05,"EF",1,1,0.0481,5000,0
"quad","0.4",500,10,0.1,"EF",1,1,0.0996,5000,0
"quad","0.4",500,10,0.01,"HL",1,1,0.0098,5000,0
"quad","0.4",500,10,0.05,"HL",1,1,0.0476,5000,0
"quad","0.4",500,10,0.1,"HL",1,1,0.1003,5000,0
"quad","0.4",500,10,0.01,"HL-equalwidth",1,1,0.0093,5000,0
"quad","0.4",500,10,0.05,"HL-equalwidth",1,1,0.0499,5000,0
"quad","0.4",500,10,0.1,"HL-equalwidth",1,1,0.1015,5000,0
"quad","0.4",500,10,0.01,"Pigeon-Heyse",1,1,0.0055,5000,0
"quad","0.4",500,10,0.05,"Pigeon-Heyse",1,1,0.0286,5000,0
"quad","0.4",500,10,0.1,"Pigeon-Heyse",1,1,0.0633,5000,0
"quad","0.4",500,10,0.01,"Stukel",1,1,0.0227,5000,0
"quad","0.4",500,10,0.05,"Stukel",1,1,0.07,5000,0
"quad","0.4",500,10,0.1,"Stukel",1,1,0.1138,5000,0
"quad","0.4",500,10,0.01,"Tsiatis",1,1,0.0083,5000,0
"quad","0.4",500,10,0.05,"Tsiatis",1,1,0.049,5000,0
"quad","0.4",500,10,0.1,"Tsiatis",1,1,0.0967,5000,0
"quad","0.4",500,10,0.01,"Xie",1,1,0.0061,5000,0
"quad","0.4",500,10,0.05,"Xie",1,1,0.0389,5000,0
"quad","0.4",500,10,0.1,"Xie",1,1,0.0809,5000,0
"quad","0.01",1000,10,0.01,"DEF.poly2",0.03,0.025,0.0081,5000,0.00241246761636296
"quad","0.01",1000,10,0.05,"DEF.poly2",0.0998,0.0846,0.0522,5000,0.00423886682970815
"quad","0.01",1000,10,0.1,"DEF.poly2",0.1708,0.1518,0.1026,5000,0.00532216797931069
"quad","0.01",1000,10,0.01,"DEF.poly3",0.023,0.0194,0.0112,5000,0.00211995282966391
"quad","0.01",1000,10,0.05,"DEF.poly3",0.0834,0.0732,0.0501,5000,0.00391010076596499
"quad","0.01",1000,10,0.1,"DEF.poly3",0.1478,0.1302,0.1027,5000,0.00501906684554012
"quad","0.01",1000,10,0.01,"DEF.stukel",0.035,0.0328,0.0133,5000,0.00259903828367341
"quad","0.01",1000,10,0.05,"DEF.stukel",0.0918,0.1044,0.0486,5000,0.0040834485425924
"quad","0.01",1000,10,0.1,"DEF.stukel",0.1496,0.1654,0.1022,5000,0.00504420142341679
"quad","0.01",1000,10,0.01,"EF",0.0182,0.0158,0.0116,5000,0.00189043698651925
"quad","0.01",1000,10,0.05,"EF",0.0644,0.0624,0.0525,5000,0.00347138704266753
"quad","0.01",1000,10,0.1,"EF",0.1186,0.1114,0.1071,5000,0.004572396308283
"quad","0.01",1000,10,0.01,"HL",0.0238,0.0216,0.0117,5000,0.00215562334372218
"quad","0.01",1000,10,0.05,"HL",0.081,0.0768,0.0526,5000,0.00385847119984068
"quad","0.01",1000,10,0.1,"HL",0.1422,0.136,0.1062,5000,0.0049392137026049
"quad","0.01",1000,10,0.01,"HL-equalwidth",0.0108,0.031,0.0108,5000,0.00146173595426807
"quad","0.01",1000,10,0.05,"HL-equalwidth",0.055,0.1344,0.05,5000,0.0032241277890307
"quad","0.01",1000,10,0.1,"HL-equalwidth",0.1068,0.2382,0.1005,5000,0.00436792307624573
"quad","0.01",1000,10,0.01,"Pigeon-Heyse",0.017,0.0226,0.0068,5000,0.00182816848238886
"quad","0.01",1000,10,0.05,"Pigeon-Heyse",0.058,0.0784,0.0332,5000,0.00330563155841664
"quad","0.01",1000,10,0.1,"Pigeon-Heyse",0.102,0.137,0.0695,5000,0.00428009345692357
"quad","0.01",1000,10,0.01,"Stukel",0.0558,0.0322,0.0221,5000,0.00324611644892786
"quad","0.01",1000,10,0.05,"Stukel",0.1314,0.0948,0.0732,5000,0.00477774088874648
"quad","0.01",1000,10,0.1,"Stukel",0.1978,0.171,0.1168,5000,0.00563338548299333
"quad","0.01",1000,10,0.01,"Tsiatis",0.0218,0.0252,0.0087,5000,0.00206517602155361
"quad","0.01",1000,10,0.05,"Tsiatis",0.0826,0.083,0.0492,5000,0.00389299987156434
"quad","0.01",1000,10,0.1,"Tsiatis",0.1448,0.1448,0.1,5000,0.00497660446489371
"quad","0.01",1000,10,0.01,"Xie",0.0216,0.0252,0.0073,5000,0.00205589104769684
"quad","0.01",1000,10,0.05,"Xie",0.0696,0.08,0.0425,5000,0.00359877312427444
"quad","0.01",1000,10,0.1,"Xie",0.1204,0.1404,0.0843,5000,0.00460225683768301
"quad","0.02",1000,10,0.01,"DEF.poly2",0.3968,0.3828,0.0081,5000,0.00691881145862496
"quad","0.02",1000,10,0.05,"DEF.poly2",0.62,0.583,0.0522,5000,0.00686440092069221
"quad","0.02",1000,10,0.1,"DEF.poly2",0.7244,0.7016,0.1026,5000,0.00631893408732834
"quad","0.02",1000,10,0.01,"DEF.poly3",0.312,0.2836,0.0112,5000,0.00655219047342185
"quad","0.02",1000,10,0.05,"DEF.poly3",0.5302,0.5116,0.0501,5000,0.007058157833316
"quad","0.02",1000,10,0.1,"DEF.poly3",0.6394,0.6222,0.1027,5000,0.00679069422077007
"quad","0.02",1000,10,0.01,"DEF.stukel",0.354,0.3308,0.0133,5000,0.00676289878676297
"quad","0.02",1000,10,0.05,"DEF.stukel",0.539,0.554,0.0486,5000,0.00704952480668023
"quad","0.02",1000,10,0.1,"DEF.stukel",0.6346,0.6434,0.1022,5000,0.00681003436114679
"quad","0.02",1000,10,0.01,"EF",0.1654,0.1578,0.0116,5000,0.00525438559681339
"quad","0.02",1000,10,0.05,"EF",0.3176,0.3096,0.0525,5000,0.00658377156347333
"quad","0.02",1000,10,0.1,"EF",0.423,0.4112,0.1071,5000,0.00698671596674718
"quad","0.02",1000,10,0.01,"HL",0.2344,0.224,0.0117,5000,0.00599093715540399
"quad","0.02",1000,10,0.05,"HL",0.411,0.4026,0.0526,5000,0.00695814630487172
"quad","0.02",1000,10,0.1,"HL",0.5292,0.5178,0.1062,5000,0.00705899936251591
"quad","0.02",1000,10,0.01,"HL-equalwidth",0.0734,0.1388,0.0108,5000,0.00368815509435273
"quad","0.02",1000,10,0.05,"HL-equalwidth",0.2026,0.3556,0.05,5000,0.00568424559638304
"quad","0.02",1000,10,0.1,"HL-equalwidth",0.319,0.4948,0.1005,5000,0.0065914945194546
"quad","0.02",1000,10,0.01,"Pigeon-Heyse",0.1934,0.2258,0.0068,5000,0.00558563228292017
"quad","0.02",1000,10,0.05,"Pigeon-Heyse",0.3536,0.4048,0.0332,5000,0.00676116912966981
"quad","0.02",1000,10,0.1,"Pigeon-Heyse",0.4558,0.5192,0.0695,5000,0.00704338498166897
"quad","0.02",1000,10,0.01,"Stukel",0.5234,0.4322,0.0221,5000,0.0070633198993108
"quad","0.02",1000,10,0.05,"Stukel",0.695,0.625,0.0732,5000,0.00651114429267237
"quad","0.02",1000,10,0.1,"Stukel",0.7672,0.7432,0.1168,5000,0.00597669072313433
"quad","0.02",1000,10,0.01,"Tsiatis",0.224,0.239,0.0087,5000,0.00589616824726025
"quad","0.02",1000,10,0.05,"Tsiatis",0.404,0.4052,0.0492,5000,0.00693951006916194
"quad","0.02",1000,10,0.1,"Tsiatis",0.5192,0.5194,0.1,5000,0.00706585253171901
"quad","0.02",1000,10,0.01,"Xie",0.2138,0.232,0.0073,5000,0.00579809554940241
"quad","0.02",1000,10,0.05,"Xie",0.3824,0.4072,0.0425,5000,0.00687270310722062
"quad","0.02",1000,10,0.1,"Xie",0.4916,0.526,0.0843,5000,0.00707006987235628
"quad","0.03",1000,10,0.01,"DEF.poly2",0.7676,0.76,0.0081,5000,0.00597311041250704
"quad","0.03",1000,10,0.05,"DEF.poly2",0.8976,0.885,0.0522,5000,0.00428752236145772
"quad","0.03",1000,10,0.1,"DEF.poly2",0.9384,0.9314,0.1026,5000,0.00340015999623547
"quad","0.03",1000,10,0.01,"DEF.poly3",0.6952,0.6686,0.0112,5000,0.00650994562189271
"quad","0.03",1000,10,0.05,"DEF.poly3",0.8506,0.8392,0.0501,5000,0.00504142122818556
"quad","0.03",1000,10,0.1,"DEF.poly3",0.9086,0.8994,0.1027,5000,0.00407543960818953
"quad","0.03",1000,10,0.01,"DEF.stukel",0.7234,0.701,0.0133,5000,0.00632601675622188
"quad","0.03",1000,10,0.05,"DEF.stukel",0.8604,0.8678,0.0486,5000,0.00490126187833297
"quad","0.03",1000,10,0.1,"DEF.stukel",0.9044,0.9078,0.1022,5000,0.00415838045397484
"quad","0.03",1000,10,0.01,"EF",0.4478,0.437,0.0116,5000,0.00703242717701364
"quad","0.03",1000,10,0.05,"EF",0.6384,0.6332,0.0525,5000,0.00679478388177284
"quad","0.03",1000,10,0.1,"EF",0.7366,0.7274,0.1071,5000,0.00622929273673986
"quad","0.03",1000,10,0.01,"HL",0.5736,0.558,0.0117,5000,0.00699404089207377
"quad","0.03",1000,10,0.05,"HL",0.751,0.7466,0.0526,5000,0.0061155375887979
"quad","0.03",1000,10,0.1,"HL",0.8284,0.822,0.1062,5000,0.00533204351070019
"quad","0.03",1000,10,0.01,"HL-equalwidth",0.2352,0.333,0.0108,5000,0.00599801567187016
"quad","0.03",1000,10,0.05,"HL-equalwidth",0.4586,0.591,0.05,5000,0.00704678706929619
"quad","0.03",1000,10,0.1,"HL-equalwidth",0.587,0.7082,0.1005,5000,0.00696320328584481
"quad","0.03",1000,10,0.01,"Pigeon-Heyse",0.513,0.5598,0.0068,5000,0.00706867738689495
"quad","0.03",1000,10,0.05,"Pigeon-Heyse",0.7,0.7476,0.0332,5000,0.00648074069840786
"quad","0.03",1000,10,0.1,"Pigeon-Heyse",0.7822,0.8234,0.0695,5000,0.00583717671481685
"quad","0.03",1000,10,0.01,"Stukel",0.8604,0.8112,0.0221,5000,0.00490126187833297
"quad","0.03",1000,10,0.05,"Stukel",0.9318,0.9084,0.0732,5000,0.00356507391227728
"quad","0.03",1000,10,0.1,"Stukel",0.954,0.9478,0.1168,5000,0.00296256645495084
"quad","0.03",1000,10,0.01,"Tsiatis",0.5566,0.5712,0.0087,5000,0.00702561655657352
"quad","0.03",1000,10,0.05,"Tsiatis",0.737,0.7382,0.0492,5000,0.00622625087833762
"quad","0.03",1000,10,0.1,"Tsiatis",0.823,0.8232,0.1,5000,0.00539761058247073
"quad","0.03",1000,10,0.01,"Xie",0.541,0.5668,0.0073,5000,0.00704725478466615
"quad","0.03",1000,10,0.05,"Xie",0.7224,0.7396,0.0425,5000,0.00633305992392303
"quad","0.03",1000,10,0.1,"Xie",0.8076,0.8266,0.0843,5000,0.00557462536857859
"quad","0.05",1000,10,0.01,"DEF.poly2",0.9814,0.9792,0.0081,5000,0.0019107087690174
"quad","0.05",1000,10,0.05,"DEF.poly2",0.9944,0.994,0.0522,5000,0.00105533312276267
"quad","0.05",1000,10,0.1,"DEF.poly2",0.9984,0.9972,0.1026,5000,0.00056523269544499
"quad","0.05",1000,10,0.01,"DEF.poly3",0.9686,0.9626,0.0112,5000,0.00246633493264804
"quad","0.05",1000,10,0.05,"DEF.poly3",0.992,0.991,0.0501,5000,0.00125984125984189
"quad","0.05",1000,10,0.1,"DEF.poly3",0.9962,0.9956,0.1027,5000,0.000870121830550185
"quad","0.05",1000,10,0.01,"DEF.stukel",0.9702,0.965,0.0133,5000,0.00240466047499434
"quad","0.05",1000,10,0.05,"DEF.stukel",0.9886,0.9894,0.0486,5000,0.00150133540556399
"quad","0.05",1000,10,0.1,"DEF.stukel",0.9946,0.9948,0.1022,5000,0.00103642076397571
"quad","0.05",1000,10,0.01,"EF",0.8706,0.8654,0.0116,5000,0.00474669653548655
"quad","0.05",1000,10,0.05,"EF",0.9478,0.9466,0.0525,5000,0.00314563697841948
"quad","0.05",1000,10,0.1,"EF",0.969,0.9678,0.1071,5000,0.00245108139399735
"quad","0.05",1000,10,0.01,"HL",0.9338,0.9286,0.0117,5000,0.00351617860752266
"quad","0.05",1000,10,0.05,"HL",0.9758,0.975,0.0526,5000,0.00217321697030002
"quad","0.05",1000,10,0.1,"HL",0.9864,0.986,0.1062,5000,0.00163798901095215
"quad","0.05",1000,10,0.01,"HL-equalwidth",0.6164,0.6804,0.0108,5000,0.0068767876221387
"quad","0.05",1000,10,0.05,"HL-equalwidth",0.8066,0.8676,0.05,5000,0.00558563228292017
"quad","0.05",1000,10,0.1,"HL-equalwidth",0.8844,0.9268,0.1005,5000,0.00452187217864459
"quad","0.05",1000,10,0.01,"Pigeon-Heyse",0.9112,0.9294,0.0068,5000,0.00402279902555422
"quad","0.05",1000,10,0.05,"Pigeon-Heyse",0.9674,0.975,0.0332,5000,0.00251146331846595
"quad","0.05",1000,10,0.1,"Pigeon-Heyse",0.9806,0.9862,0.0695,5000,0.00195057119839292
"quad","0.05",1000,10,0.01,"Stukel",0.9934,0.9878,0.0221,5000,0.00114511484140239
"quad","0.05",1000,10,0.05,"Stukel",0.998,0.9964,0.0732,5000,0.000631822759957253
"quad","0.05",1000,10,0.1,"Stukel",0.999,0.9988,0.1168,5000,0.00044698993277254
"quad","0.05",1000,10,0.01,"Tsiatis",0.9218,0.9276,0.0087,5000,0.00379696615734194
"quad","0.05",1000,10,0.05,"Tsiatis",0.974,0.9742,0.0492,5000,0.00225051105307217
"quad","0.05",1000,10,0.1,"Tsiatis",0.9846,0.9846,0.1,5000,0.00174142700105402
"quad","0.05",1000,10,0.01,"Xie",0.9176,0.9276,0.0073,5000,0.00388870775451177
"quad","0.05",1000,10,0.05,"Xie",0.9712,0.9748,0.0425,5000,0.00236518751899295
"quad","0.05",1000,10,0.1,"Xie",0.9844,0.9862,0.0843,5000,0.0017525204706365
"quad","0.1",1000,10,0.01,"DEF.poly2",1,1,0.0081,5000,0
"quad","0.1",1000,10,0.05,"DEF.poly2",1,1,0.0522,5000,0
"quad","0.1",1000,10,0.1,"DEF.poly2",1,1,0.1026,5000,0
"quad","0.1",1000,10,0.01,"DEF.poly3",1,1,0.0112,5000,0
"quad","0.1",1000,10,0.05,"DEF.poly3",1,1,0.0501,5000,0
"quad","0.1",1000,10,0.1,"DEF.poly3",1,1,0.1027,5000,0
"quad","0.1",1000,10,0.01,"DEF.stukel",0.9998,0.9998,0.0133,5000,0.000199979998999889
"quad","0.1",1000,10,0.05,"DEF.stukel",1,1,0.0486,5000,0
"quad","0.1",1000,10,0.1,"DEF.stukel",1,1,0.1022,5000,0
"quad","0.1",1000,10,0.01,"EF",0.9984,0.9982,0.0116,5000,0.00056523269544499
"quad","0.1",1000,10,0.05,"EF",0.9998,0.9998,0.0525,5000,0.000199979998999889
"quad","0.1",1000,10,0.1,"EF",1,0.9998,0.1071,5000,0
"quad","0.1",1000,10,0.01,"HL",0.9996,0.9996,0.0117,5000,0.000282786138274123
"quad","0.1",1000,10,0.05,"HL",1,1,0.0526,5000,0
"quad","0.1",1000,10,0.1,"HL",1,1,0.1062,5000,0
"quad","0.1",1000,10,0.01,"HL-equalwidth",0.963,0.9734,0.0108,5000,0.00266949433413896
"quad","0.1",1000,10,0.05,"HL-equalwidth",0.991,0.9952,0.05,5000,0.00133558975737312
"quad","0.1",1000,10,0.1,"HL-equalwidth",0.9968,0.9988,0.1005,5000,0.000798718974358313
"quad","0.1",1000,10,0.01,"Pigeon-Heyse",0.9996,0.9996,0.0068,5000,0.000282786138274123
"quad","0.1",1000,10,0.05,"Pigeon-Heyse",1,1,0.0332,5000,0
"quad","0.1",1000,10,0.1,"Pigeon-Heyse",1,1,0.0695,5000,0
"quad","0.1",1000,10,0.01,"Stukel",1,1,0.0221,5000,0
"quad","0.1",1000,10,0.05,"Stukel",1,1,0.0732,5000,0
"quad","0.1",1000,10,0.1,"Stukel",1,1,0.1168,5000,0
"quad","0.1",1000,10,0.01,"Tsiatis",0.9996,0.9998,0.0087,5000,0.000282786138274123
"quad","0.1",1000,10,0.05,"Tsiatis",0.9998,0.9998,0.0492,5000,0.000199979998999889
